uid,whisper_transcripts,gt_transcripts
44d5e91e-6fba-4664-bca0-1bbbdc3230c3, Two queens.," two queens 
"
4e4f483b-88a5-4bbd-bc83-077a16f40d16," Oh, I know I got three."," oh we know we got three 
"
e44e9a30-9a6d-4adf-8dc6-e38c4d914576," So stage become, and then also we possession. Or Gore vs Al Strong unlocked next episode to yell them."," call out 
"
e408d6d1-68a0-4fd0-a49e-e64b37be2c46, But don't call it now! Don't call it now!," don't call it now don't call it now 
"
da76e385-614a-4831-87fd-5c73d886d8bd, Risking reward. This is the game.," risk and reward it's just a game 
"
0372575b-becc-4b04-9f86-a7995bb73a4b, I know what I have.," i know what i have 
"
4a506707-52ea-493e-98c4-f667e3222d44," Pretty shit, to be honest."," pretty shit to be honest 
"
863a6ab9-65bf-4b9f-8624-3ba99307d820," Well, there we go."," oh there we go 
"
58017974-0e7e-484c-a0e7-a5ba623e9d30, Yay!," yay 
"
91d712d7-c006-4bb0-a48e-59f25b590c30, Grratch... shit.," bullshit
"
2084910c-2fd9-4147-9edf-0c5c10966143, dttt email me," three twos 
"
331386ac-57c1-49bf-9b38-71db94cc8c85, She's Texas.," two sixes 
"
1b49bbb7-7bfc-46e5-b061-0aebc1d7067d, Moose horizon," you see though 
"
4ee187fc-6c2c-4f75-b1cb-4b3eac5b7c9a, More knives.," four nines 
"
ae23e321-c341-4ab6-bf83-43230f9b597d, Oh yeah.," oh yeah 
"
5731090c-9e07-458d-ba06-e7f668fe67d3, Watch two zips.," two jacks 
"
fa62932b-2f66-4ab5-9ac5-2a273be03268, What the hell you doing?," yeah you do 
"
f1fb2dff-58bf-465f-be89-e7240a9cf7a7," What did you say, your ass was?"," what did you say yours was 
"
4dc9f188-41d1-4733-b0e0-29cf582df2d0," You know, this game's called Liar, and this game's a Liar, cause it's gonna shr-"," you know this game's called liar and this game it's a liar cuz it's going 
"
744f3557-3ae6-45d4-a87c-82a7c2a55b7a," Nope, didn't want that, but you want to know what?"," nope they don't want that but you want to know what they want 
"
de2bcaf9-652b-4415-8bc7-04efe6a27684, Good job.," good job 
"
6335706f-89e0-4945-871d-faa8354fe5ee, Oh my god! That was a bit of surprise! One queen.," one queen 
"
bc2448a5-0731-4271-a9f5-db02166ef231, Two fours? Two guys?," two fours two cards 
"
98b299be-2891-4bc7-9a4b-66d56e47acf6," Oh, let's see. Oh."," ah okay 
"
fdc8d775-6d71-4d34-8863-45abf302d15e, Got it. Got it all.," got it got them all 
"
54be6541-a6e1-4761-bcf2-881e934a533e, Finally," finally 
"
81635abf-9aee-4603-be0f-8c2b37b2c8ee, I wanna try to do something that looks better.," can we do something that 
"
5b88c9a1-b766-462a-8972-9484167222c9, So like this one seems thicker so maybe we just do that. But I guess so.," so like this one seems so maybe we just do that one well i guess 
"
e5e5ed1b-f534-41ff-ad96-2dea96354a44, That'll do.," yeah 
"
6274cbcd-d297-4310-adc6-992084c2138e," Well, that's what you want from, yeah."," what else do you want from me though 
"
b625865d-0c2e-4eaa-b497-03e53b67b13c," No, I think so, do we?"," no i don't think so do we 
"
6f39ad1a-8f67-416c-b888-7db03e841bf2, That's so sweet. That's so sweet. Mmhmm. Mmhmm. One check. That's so sweet. Oh my gosh. I'm a little bit of surprise.," oh my god you guys saw too many cards one check i'm upset you saw my cards how about a little surprise 
"
4c2933ae-3301-4e00-9b70-71e5d79220b4, Post it! Post it!," bullshit hm bullshit three fives 
"
f70b67b1-c294-4855-b52b-ae82c24983ac," First of all, if you had four... If you had not..."," first of all if you had four four 
"
ecfabce5-6eb4-427c-ba42-eb8aa6fc68c6, That's me. That's right.," that's me i'm next 
"
cbb3230e-6b1a-4bce-bfb5-87e8af22ce82, Thank you.," alright let's play 
"
28739270-0d55-48fa-b519-b49b6a8d1091, Notice Shamami," three more 
"
bcad5589-b6ce-4f67-b42c-54b47638ca65," You know what, I really don't want to."," you know what i really don't want to 
"
9fc43fb3-42a4-4f45-9ad9-901970fdad6b, That's the one.," that's the one
"
0693053e-d4fc-4dac-aae6-152043264ab1, Give me one second.," oh gimme gimme gimme one second 
"
5e344bbf-4cce-40b3-a75f-869a71823471," If somebody else played two more rounds, then we can return on the play module."," it's okay let's play two more rounds and i mean we can return home and play mahjong 
"
48143c50-9657-4322-8927-f9560dc88a09, Bluff can have you played Bluff before? No. I can explain it.," bluff have you played bluff before i can explain it next time 
"
d9a1711b-f2be-4ed1-8957-3598455c497d, whatever processing they want to do.," and whatever processing they want you to take 
"
17e7b726-b33e-4102-a2e5-60beeb8ef358," You used to be seven, so I can't believe it."," you be that why i'm calling bullshit on you 
"
6bfa9ca8-0a7c-4cc4-9b74-edda9fdbd99a," One, four."," one four 
"
9ae21fc7-d13c-4a2d-b609-df844883d864, I'm gonna let that one slide be.," i'mma let that one 
"
d93d6d30-9b99-48e6-98af-c8831c48a9b3, Two fives.," two five 
"
c2690c43-f545-43f2-97c0-83a06475267e, N M N," oh 
"
4dc430e1-3cf3-47de-badf-b602ac8a3db4," Yep, Blire, that's what it's called."," yup liar that's what it's called 
"
bf689465-e1c9-4c63-a4b9-123d7dee9bab, Come on.," two more 
"
936d9606-fce7-4c0f-9b4b-f60cb0159df7, Oh yeah.," oh yeah 
"
9f0ce8b4-b422-47f3-b004-d3c782d41692, It's very pretty cold.," rightfully called 
"
990af4ed-ea13-4efd-9bac-c0f9a73fc975, Bye!," two fives 
"
dada1183-1c7e-4da0-9184-61330ee61fd1, She got the fuck outta you," she got the fuck outta you 
"
63edbd65-f63a-4a42-b405-71dcad267407," Well, I now have opened it. I love the feeling of these and the sound."," well i now have opened it i love the feeling of this and the sound 
"
0d9ba9ab-5a19-4c74-84de-6d67bf856380, is that thing through.," steph think it through 
"
8b9983bb-997c-4406-a89a-3daed5d4df4c, Tampa is my turn.," oh it's my turn 
"
f47ab348-daa9-4497-8abf-75ff2ca41285, I'll take the deck more properly.," i'll take my cards 
"
b3bec9b5-87de-4c3f-9d16-6272d85a4bb9, Thanks for watching!," huh 
"
1a9287a4-a2b6-483e-ad70-a29b4ead2be0, Two Ten," two ten 
"
55b02e1a-7318-4f2e-82e1-f7b0ca50baeb," Oh, it's all messed up over here."," oh it's all my stuff over here 
"
96bd73e6-35fe-46aa-b436-a08123a993c2, Okay.," okay 
"
87f59254-5f29-4a4c-bd0c-e346409ab0b2, I think that they're gonna be mad if we play any other like card games.," i think that they're gonna be mad if we play any other like card game 
"
085bf763-24b7-4060-a02e-efffe27ca0b7, I have the habit of checking my phone every time.," i have the habit of like checking my phone every time 
"
7925d43f-27ae-4cad-a1b0-0aaab7b729d9, Touring.," two more 
"
07953b49-6e3a-4482-9f43-b7d684bc17dd, Nice.," two nines 
"
3dea5269-b4eb-4ae8-b77e-78b2f1ae295f, Bullshit!," bullshit 
"
8870869c-cc8e-47ba-9850-c3485632cd96," Okay, alright, alright, okay."," okay alright alright okay 
"
8c92bd9e-3282-4b4d-b72c-5ae9a085f66d," Come on, King."," one king 
"
e456a064-adac-4a88-ad21-8835b56f71a5, You want a three tenths?," you don't want nine three tens 
"
fc819bd9-1aff-4bdf-9ec2-62c29bb369e5," And so, most people are Department of Justice and Shopkins! They train police officers in the dream And this will take slow moves"," you can just say pass pass 
"
b0ee0264-e20e-4157-adad-13f693f5b839," The brown case down there, it's heavy."," the brown case down there it's heavy 
"
3ee79d6a-9d66-4570-98f5-189d54f5f9ee," One, three."," one three 
"
7f18e370-3dea-4ef7-86f9-0f01ab5fa5a2, Three threes.," three three's 
"
9d7ac1df-2d08-4b40-8d55-49d4ac2f5ccd, All cards remain in someone's hand.," all cards remain in someone's hand 
"
b3b94908-2db2-4c92-9f93-72a47ff26449," Okay, let's start."," okay let's start 
"
95528763-289a-4b56-8542-71521fa60bd4, I think we're playing BS.," i think we're playing bs 
"
861fdc50-4f2f-4300-bbac-5f11290efec9, Bullshit.," bullshit 
"
d32c38cb-9385-4b4e-a68b-10fe95b6538b," By the way you have the value, if you are really sick to this whole room, do not go before going anymore. you know, how to act well or when you cannot be used for being sick over the before going but give yourself an answer."," point pass you can just say pass pass all cards remain in someone hands 
"
e056545a-b951-47b7-9dcf-bbc406486455," No, I like I like myself being defensive. What is that?"," no i like i like myself being defensive what is that 
"
f08e023f-3d18-4243-8c17-26161d255030, Ha!," uh 
"
f8208dae-c639-4da0-bdf0-c60e0423ddfa, Oh.," uh 
"
9de19778-6ed3-4c9c-bc21-d07a5c662e56," Awesome! Oh, I thought you said for me."," oh oh oh i thought you said four 
"
b11fd4d2-cc89-4d06-b4ca-18d951040400, Three eggs.," three eights 
"
1934a0d2-1e6c-4c70-8b9f-7cd1c1926023," Yeah, you got this."," yeah you got that 
"
64bd10b4-a0db-4d42-a7b9-8540d22026be," Yes, all the savages."," yes uncle serve it 
"
87013272-0c73-405f-8f97-d5edb1aca02d, one," one nine 
"
d4dd7476-3ab7-4c3d-9258-9973e9c05e70, Awww.," eight 
"
d288a22c-f3d4-4a70-9472-feae5f3ceec4, I wanna call B a so bad on that.," i wanna call bs so bad on that 
"
0feea030-e6da-4648-bf91-5f412bed1edb, I'll pick that shit up. Four fours?," bullshit four fours 
"
ec3daf04-15fb-4317-adc8-4b5ff669f697, Yeah. We're revealed to the opponent.," never reveal to the opponent 
"
a9bfbdfe-2751-4836-854d-0da51c46706a," Panic, Panic, Panic, Panic."," cut it cut it cut it cut it 
"
c57d0870-2a59-4e6d-9e26-a4b56a2539ee, Actually I like the idea of asking people to play this game. You can look at the particular cards.," actually i like the idea of asking people to play this game today you will look at the particular cards 
"
6b1b6417-7f18-48c4-9336-4b0fd8a8acd2, It will be filled in a grill," how do you feel you right now 
"
7bc2e50a-033f-45cf-8a60-8eaf90bbdc38, Two sevens.," two sevens 
"
de6cd217-5bf9-4728-83ef-edbe0afb54cb, I'm gonna let it slide.," imma let it imma let it slide imma let it slide 
"
2efc72ee-3777-4dcb-a3c4-d388e84c895b, I'm gonna let that one show on the beat.," imma let that one be 
"
24c8e1a3-07f9-41f6-b0a2-9e3b579a86e5, Three times.," three tens 
"
e3b4e5a5-d3d5-40dd-8d2a-a2f0c390eee9, How is my son?," oh it's my turn 
"
96aaea44-25df-4083-8a3c-ab5ffa52c0b4," Boy, you're coming."," boy you're telling me 
"
8ec3afb0-fdee-4d37-bb42-169755cfa85d,ian Bye," that card 
"
77222d6b-3fc9-4e37-87ed-3c9eaaea32c1, I'm fine. I'm fine. No.," fine i'm so fine 
"
b34c0622-2fb5-42b5-bf20-3bca1b65ae27, Thanks.," two tens 
"
950c83d8-a8a0-466e-bf64-a90eec63ce8f, forces this will make damn it alright I'll take you alright," bullshit just put it back damn it alright i'll take it alright 
"
38b4671d-4d5c-487a-858a-ebdde2a50964," Oh, good one."," woah good one 
"
42d6e2f0-bed4-4dc4-b2f0-685df44ebf5b, See you.," three more 
"
869b1c37-c218-49af-a837-3989d1176268, He's still winning.," he's still winning 
"
1710b0dc-90db-40c3-a9ef-d3e09ad2da0e, Are you mad?," are you mad 
"
43c9c919-1bd4-4004-a792-37c52a10446e," you can't plan for long enough. Since I did this, the next person will... You can't see all the cards and you can't organize everything."," you can't plan for long enough since i did this the next person will you can see all the cards and you still you know you can't organize everything and you know so it's more than a 
"
891fddf5-5aae-405b-92f1-b6493024ceec, The last time I played Twisterkin. Are you want me to deal? Are you dealing?," the last time i played twister can oh you want me to deal or you dealing 
"
4f73be22-444e-4d53-9d73-48203cf4ce24, Let's see what one is... One is?," one ace one ace 
"
d44bd156-3aab-43a3-ae6b-0b019f33a6dd, Oh," oh no oh no give me give me one second 
"
9cb902df-45de-4918-b6b7-093689f4fe42, I love you.," how do we even play mahjong 
"
e30a0e81-c3ac-4975-8306-f8bea06b2d1d," One, three."," one three 
"
a1430842-9187-411e-ab28-d82f0ff74f06, for you.," four eights 
"
cd3c81d2-d45a-428f-b8ad-81f2c5de7d1b, Three Kings.," three kings 
"
a043eab1-f8e4-4000-b1f7-c57d4c69af6d, I'm sorry.," one ten 
"
3e085918-38b3-4e97-9336-6c6b6e2fd400," Yes, call that bullshit, I dare you."," yes call that bullshit i dare you 
"
da39c026-1f9f-4d85-9e0d-2381d02abe10, Dang it.," dang 
"
df626eaa-cfc1-44f6-bb7e-9271cb11c59c," Shit. One, two, three."," shit one ten 
"
05d016c0-e597-4a91-901d-8946262f096f, Please go.," hmm 
"
43b62b8a-f8e5-4386-9676-3b8326b0729c, ok," four six 
"
e2906947-9825-4fa5-80db-61c6d37c0323," Ford lines, right?"," four nines eh 
"
a0851161-b1d0-4d8c-b873-c6d1a85abe74, Damn.," damn 
"
32fd8e87-c592-4dfe-b9a8-146ccd4d4974," I'm going to go to the challenge and go to the challenge. I'm going to go to the challenge and go to the challenge. I'm going to go to the challenge. Go to the challenge. But the thing is, until I say pass, I can keep on playing. I can get my whole deck out."," challenge pass challenge ha ha pass challenge uh pass ha the thing is until i say pass i can keep on playing like i can get my whole deck out so you 
"
240639c5-cdd6-4133-ba6d-067abeae2e84, Pick it up.," pick it up 
"
b2a04b24-a4e6-4882-a445-f7f44888d03f, What? Don't hit those people. Record the Frisbee!," what don't hit those people 
"
90bb186d-c4cc-47f1-a97f-f6d94a39cd13," Oh, not really don't quit care."," oh i really don't quite care 
"
8d218045-932a-44d8-bc86-ff9745b4de3b," Thank you, Four's"," passing 
"
61cb01e5-7a4f-41b1-902d-49899a4e0553, How many cards? You can pay.," how many sixes you can play 
"
16ad4265-df33-482d-9237-7a9a70760c3b, Second no challenge.," i cannot
"
315428f9-9990-4a80-9074-bae9696740b7, for this community and so we had this but we are really excited we are Advancement," cheers to my call two more 
"
e5139a13-b7b5-4483-91a4-773056e9f2e0, three twos," three twos 
"
ff69140d-b2e5-43d3-9eab-830abbb8b9d7, It worked!," what 
"
508d59be-ead8-4950-804d-a9a3bfb4cd87, No.," yeah 
"
ed3da4fb-20ab-4fe1-9e36-e42fb55f0522, What solution do you have?," what solution do you have 
"
e864e75c-4db9-41de-a734-aeef98e93d99, One more.," one more 
"
cd5ecd58-b53b-431a-908b-f2efefb2e115," Three, two..."," three twos 
"
3d4d6cc0-4765-416c-aef9-bd107d6baa38, Bye all-round going on," are you gonna call it 
"
a399b0e5-1b9d-4270-b156-cd9d00f95af9, So...," so 
"
55032b45-7eae-414f-b784-c5f9676f7270," Good thing, I thought you heard me."," i thought you had no fours 
"
db894dc2-af31-4b6c-8ff6-bccf4d773fa6, Just skip your turn.," just skip your turn 
"
ed440e97-a6ae-46ef-a2f0-a721f9d1e57b," Once I call pass, I can't challenge."," once i call pass i can challenge 
"
9ff00c07-3277-41cf-9602-666e60af72a2," Okay, I was supposed to say what you want you want to call it"," okay i was about to say what you want you wanna call it 
"
c280b3f1-7228-415c-a5c5-170786d8ed49, One five," one five 
"
f03be5e0-c2b2-4479-9b4f-30730e9e30a6, uni," hmm 
"
3f4ae056-b045-4e77-86f1-2fe1f25adbb8, we enjoy this modern World," messing up my world 
"
75db73de-7263-4690-a3e1-5a9053487c88, effects," two decks
"
44d0fa61-f112-44de-b04d-d4bd68ec6aed, Isn't it really miles?," is it who is it miles 
"
576b5800-4417-4a99-a9b6-8f79df6e72f8, Bullshit," bullshit 
"
7126c23e-b646-4918-aaab-70b8616c4d73, Sorry.," sorry 
"
980a4f5d-7e2a-4b9a-b26d-84abec7e8439, Two queens.," two queens 
"
970e3fe2-48f1-4d72-9090-2d078b8c5a80, Fwool blue OK," eh okay 
"
0b9899ce-8149-43f8-89e2-984192861b36, Boojak.," blue jack 
"
f7c91bab-8672-49ec-9472-869c661d8c25, You didn't cut these.," you didn't you didn't cut this you didn't do that 
"
a34f852b-38ac-4b13-9f48-f55a8f347977," But what we can do, what we're going to have to do, is we're going to bend one side of these."," but what we can do what we're gonna have to do is gonna bend one side of these 
"
85313f12-0bf5-43ba-bc1d-dec4418643ea," Yeah, that's how I point it to."," yeah that's how i've playing it too 
"
9b0ad794-819e-4d9b-bccd-fc0173ca0968, Let me pick it up.," you pick it up 
"
40aab340-3072-4621-8706-6294bb4869ec, Cheers.," two jacks 
"
a13517c5-e479-4b8d-af02-62e5ee9833dc, Thank you so much.," two more 
"
cdd15e51-092b-41a0-a5d9-9a559e7e5dfc, Two four.," two four 
"
bef84094-0cdb-4413-ad3b-c6ab0d46910f, I think the static heart's coming. So what do you mean I guess how I'm going to ice it in there?," these are the cards 
"
3c8b4993-0bbf-490d-8e6c-ba82318ddcbe," One, two."," one two 
"
b2c814a6-c2a0-48d7-ae44-ca4bed925216, Master Will," perfect island 
"
37a53b79-b362-4f43-ae7c-e9367c8fdc64, for what makes.," two more nights 
"
5f507f1d-83f5-469d-8425-608e3fe82604, What?!," what 
"
40048b2e-6e7e-4c5e-9977-c70a77424895, one more," one more 
"
adfbe29a-88e7-41a2-952a-db018f29c848, How do you do that?," how do you do that 
"
9e7aab8a-08bc-49e0-9858-2d5fa04dbb4b," No, no, it was six, I'm doing my card."," no no one six card 
"
1acedaee-2cec-4b70-9d04-26fc4cb19f86, I don't know why you slag," ah la i just play like an 
"
a2da9298-9499-42d0-b6a5-966f1256ee73, I'm not excited for my next week at all.," i'm not excited for my next week at all 
"
4b9ddda5-d28b-4365-b20e-660ab5392aa6, that was tender," five ka 
"
7e8aaddc-4d5b-4cb8-80e6-34738dc151b3, I didn't put anything down yet.," i didn't put anything down yet 
"
2198cae5-7272-4fea-8c04-99f4a141351d, Two fives done. Bullshit. Pick it up. Damn it!," it's two fives done pick it up 
"
404badcb-2cf7-4582-b9f8-e4d1dbfa6864, Mm-hmm one king," mhm one king 
"
48487c63-b66d-453f-9208-04051d558b76," Okay, you can deal yourself."," okay you can deal yourself 
"
c7f9a915-6cd2-46bb-97bf-a346c00d4884, Thanks for watching.," one six 
"
7f53c386-bf80-47bd-8dbe-295b21eeb289, Bye bye.," open 
"
bc0680bf-d5d6-474b-87e0-d07712793f0e," Since I am rich, I will take more."," since i am rich i will take more 
"
be0434a6-7257-4828-9312-2158b556f73f," Alright, two tools."," uh two two two twos 
"
d0c13975-c8ad-4583-82d7-71043ab8c4a2, Can you see my cards?," all right can you see my cards 
"
a0282b5c-a829-43ea-b97a-64e73468ed74, I'll be contented.," are we going 
"
989e6e54-ced5-42d8-9e71-37750b8456b1, Three Jacks.," three jacks 
"
15935164-8039-4d82-81e8-699fb549465c, Hee..," yep 
"
285c9234-0ffd-4522-a70f-bf8c093c35a6, got.," two fives 
"
91e5c709-9530-4d38-8f4c-5f0915fdd531, Aahahahaha," oh 
"
caef5df1-11aa-4241-96c4-38cb2b0837f2, I mean if we just do it in two positions," i mean if we just do it in two positions 
"
7cfe3234-7043-4f35-a985-7ae4aa0da9ae, One more.," come on moose 
"
99d8f050-85eb-44de-919b-082ece649c32, Boise State.," two there 
"
888df662-bb7f-4568-be23-7b3bf5e9db18, Uno Flip.," uno flip 
"
87e4b4bf-958c-4cc8-9c5d-2ca71b6c37ec, Huh.," ha 
"
be49f9f7-9f24-4985-9ba6-190b9c72fbea," One, A, C, and one."," one ace 
"
61f75e30-4168-4e63-9af1-796a535a35c9, new motor.," two more 
"
c758a233-4ef8-417f-b731-34862d6806ee, Two threes.," two threes 
"
5888eed5-ef24-4f84-a30d-78e9d3629b8e, Oh really?," oh really 
"
8c76280f-ee10-441a-b542-b810198866d9, Thank you.," which case 
"
547ed23e-964c-4ace-a337-51da96f6e08b," Oh no, they're all one set."," the oh no there all one set 
"
33f74178-98d0-4a66-a85a-d75ac9c5fb73, one check.," one jack 
"
15d45ecf-3c25-4c32-884f-0263fde53a57, I want some of our phones.," i want the 
"
5ee3390e-1648-4ef2-8c75-611150243ce5, That doesn't make sense though. Everybody's yelling out the same record cars. You realize that right?," listen that doesn't make sense though everybody's giving out the same rank of cards you realize that right 
"
1c650bac-4e22-440e-9579-996b32610836, to make it interesting.," to make it interesting 
"
8dca49b9-6b06-4d1e-97ec-2a89e890178f, But for more outrears!," bust one more out then 
"
56849c44-04e6-4b93-bbcb-7b92ccc67e1f, Play with me!," playing with me 
"
fb3fd1b7-a48c-42d6-96b6-2c407550ce8e, Bye!," one more 
"
2f1b9e4f-9a31-46d0-a5d3-6b403475560d, Four threes.," four threes 
"
7bc9d7de-a2b3-4797-b66e-dd774e67f8ec, There is more. Thanks," uh-huh uh-huh 
"
02c7c8ab-45d7-486b-95f7-88ea9a4dbba5," Well, there goes that. There goes that."," well there goes that there goes that 
"
6d1a8b10-7680-44c4-be0c-11432bf882ac, Second China's a small town located in the state of summer.," second chad is a small town located in the state of southern crisis injured province area 
"
28223b93-32f6-4459-a91d-c921d83dc99f, Yeah," yeah yeah 
"
95b3d10e-2269-4613-ad48-33ce1e7649af, This will probably be the front side.," this'll probably be the front side 
"
9d0644e0-dcc6-4655-847d-f6a4e79f740b, Thank you.," two kings 
"
00a88071-452e-4875-b645-d8fa13ba7d24, Bye!," huh 
"
d10ed9a7-da0c-4451-9241-ae504def0b8c, but I didn't want it to.," but i didn't want it to 
"
9efd4945-56fd-4643-99bb-d18ef141a2dc," Yeah, it's fair."," yeah it's fair 
"
f0b9b040-a8c5-4172-89bd-9df3bfab8afb," I think he's like, oh I got his two threes. Take it and leave it. I, I."," one four 
"
f6adf6f5-0780-41be-91f6-6e3ef9550349, HODO!," hold on 
"
05b81360-3da5-4054-b001-4d601c8ebe24," No, I didn't expect you to put over there. Also, I can fast."," no i didn't expect her to throw it down so fucking fast 
"
9d37ea3a-3640-49b2-86b9-4375ea6dea78," It's okay, I will not call you because I want to get rid of my time."," it's okay i will not because i want to get rid of my card 
"
8cff7413-a644-4893-9283-4d2ddb89e198," Two fives, I believe that shit. Keep going."," two fives i believe that shit keep going 
"
852bac9e-cd21-4043-ab8b-9193983dd5e7, Bye.," five 
"
0752436d-18ac-4dd9-a005-842d014dee5c, Mm-hmm.," mm-hm 
"
84c86b39-6f46-44ab-ba8f-9427ec733518, Oh my god.," ooh man 
"
05b04457-5e77-4848-a956-64f8242a7500," So just, we need to rearrange and play with the boards to figure out which orientations are that."," so just we need to rearrange and play with the boards to figure out what orientation is the best 
"
f631f410-afc5-481f-add9-1c2724475dd2, Yeah!," yeah 
"
6d67c8f7-11dd-41b7-8fc7-78c736e09a0b, Three Kings out.," three kings out
"
ca18f17b-aea0-495a-a8d2-f11ea388f966, Two K's.," two kings 
"
313e27ab-cc52-49b9-8149-78139e1ea752, I think so. What?," what 
"
7c638c51-6ec2-4a62-becf-976058964141," You said one king, I was gonna make sure."," you said one king i just wanna make sure 
"
61dc248d-03bf-4e4b-ab79-d75ef1befd19, One four.," one four 
"
a323464d-d515-4efc-a878-fb17064eb49a, Kinda sound like.," i understand that 
"
e364e3a0-71a4-4622-b8a5-f258fccd2d45, Yo..," oh 
"
d5e77ba2-d1ff-4c40-b309-f842c07aca2f, than regular game.," than a regular game 
"
a7a9de26-81ba-469f-9383-e5b464f54b1b, I will bring myself up.," i'll bring myself a chair 
"
24d2e9f9-9fe5-4a15-bf24-07b15a179a77," You did it Sarah, how you doing?"," you get a two how are you doing 
"
3efdd15d-9532-4033-a19c-bf62e8be0adc, Take the date. Just take the date.," some you want enough some it ain't a nine 
"
93b3500d-1433-4be1-9f29-0713e0da1cf0, See you then.," seven 
"
2a6bd529-1167-4566-8b48-b759a3f3a496, Hmm?," hm 
"
62a4b313-11b5-4639-91a0-edf071cb742e," Okay, best forgot the bro."," bro 
"
e12a754e-6bc9-4354-b166-13143af8256a, Boom.," two more 
"
cae97020-da6d-4a54-ba5b-6142c1a4bdf6," One, two."," one six 
"
c11af8bd-879d-4e85-aab5-d92aedd699aa, Now each of us will take one suit and make two out of it.," okay now each of us will take one suit and make two out of it 
"
ff58ecf1-d6f1-4616-b8ce-6bac473bc394," Oh, I have another fucking summon! Shit!"," oh i have another fucking seven shit 
"
b8ed7976-b05c-4281-b605-32bb708fb82c, My heart's going...," yeah i'm 
"
003bab5d-502c-4417-891a-2a105974ffa3, I'm sorry.," one seven 
"
f4c15650-ae7f-4d67-be3d-de301fa7a298," And then, there these fruits."," okay huh huh okay 
"
7de74369-290b-44a8-84aa-ea5a6acd615c," You want to take your bag off, maybe?"," you wanna take your bag off maybe 
"
1472795c-2794-45cd-afdb-26266275354b, Tell me something else.," to mean something else 
"
2b81b564-b47a-40de-9e9d-63f9d0337716," Take my damn tool, shut up."," take my damn two shut up 
"
de367a72-f6fe-4179-ad67-41486ca9d9b6, Oh!," oh 
"
4dcd2151-cb82-451c-999a-f8052ada780c, Three nine.," three nines 
"
07b9982c-db83-42a9-94df-f74967d53521, Now that seems right.," no that seems right 
"
b09b8054-221c-4ea2-ad78-9199006cb64b," And no, in the game it says the dealer doesn't play."," no in the game it says the dealer doesn't play 
"
b63614c9-d4cf-47e2-aca0-19f2d03f0a23, Good," you're good 
"
0034addb-8421-42af-a4c1-aa36a83aae49, she is good guy," so and oh she thought she said like 
"
e6596844-41ba-4c76-8c20-4648fd16fc72, I don't know what you want me to tell you.," i don't know what you want me to tell you 
"
62a8c03b-e5ce-494a-bd8e-110d997b5f3d, Mm-hmm.," mm - hmm 
"
ee1d41ac-659e-4313-b42e-26548281316f, You can't see all the cards and you can't organize everything.," you can't see all the cards and you still and know you know can't organize everything and 
"
32891425-8926-4afb-87a4-1992c01a9edf," and I wanna get my name done, but I don't really see."," and i wanna get my nails done but i don't wanna waste money 
"
68ed8085-776b-4a65-a221-467d892578fd, Got it.," cut it 
"
151c5df2-7d6b-4b21-80d9-0682e982d7a8," Oh, more shoot."," uh bullshit 
"
26262689-b137-47d5-b0d2-0bd22acf5645, I just flew a small lot ofema in my face!," good good 
"
992235cb-ee38-4ead-9c8c-bba348ddfc14," One, three."," one three 
"
f6964579-3902-4a2d-8525-813889209d35, How are you? Kabi? Kards. Nai Nai. Nai Nai.," cards 
"
9e3b36f5-d273-45eb-bb6e-fad5286a728b, We would have had much more than earlier times.," chad 
"
245c877e-337a-45d4-9cff-4254c737248d, Don't worry," two more 
"
17eb3c9d-1042-45e1-950d-d55cd757b75b, During one simple performance they would've past one day," do i want some queens no i don't want king 
"
ee5094b6-addb-4e7f-bb9f-6162574ae0c6, You wanna go that bullshit? Yeah bullshit. No? No? No! No! No! Damn!," you wanna call that bullshit 
"
103ee969-e65b-463c-b03a-41c6b0e694b1, We're late.," one eight 
"
a6776920-8fa0-4c7b-a82f-dbd117956470, How many?," how many 
"
03be12da-142c-4947-83cf-d53e6071a142," Hold on, let's see."," hold on let's see 
"
9f56d2e9-8536-4ce4-878e-e31f5c64345a, Bye bye.," open this 
"
32d1ed66-c169-4221-928a-0bd533b88d35, People go to hell.," oh yeah step 
"
ab6041f4-d061-4af4-8442-6e8e2291da83," No! AHHHHH! No, she heard it put it down. I know, that's about it."," no no she had to put it down she 
"
fe415836-e698-4eb0-9627-eb3037d1ac78, Poor aces.," four aces 
"
dfd99358-2cee-42ff-9128-b714c27a42b8, which are both seven and nine other minutes.," nine 
"
02c93d32-dde3-4cdb-a127-fef971e49b00, Thanks for watching!," three kings 
"
65bc9825-14e2-4098-b002-843474f64be6, We'll see.," bullshit 
"
52ec9e53-eb10-407f-ac08-c9a5942e90e9, Thank you. Yeah," thank you people going 
"
90eade63-db33-49c5-8b4f-d15bc4f40db0," Yo, what time is it? I'm tired of this game already."," yo what time is it i'm i'm tired of this game already 
"
2cc7ad1c-bfc4-43b7-9e98-db9fead021bd," Oh, hey, weird."," oh hey weird 
"
681af179-6318-4ef5-b19a-19fa6e809a23, You didn't go fast enough.," you didn't go fast enough 
"
2efe5d27-2cf8-4808-9611-53eb411c2e0c," God, I got that on camera."," dear god i got that on camera 
"
8dcee5cf-6e7d-4c68-86c4-3579c4f166b4, All the clothes.," take all the clubs 
"
68ee9eef-1aef-4351-8b50-a50bf5d753d1, We're talking in.," talking me into it 
"
